product_id,user_id,content,score,time,useful_vote,sentiment,clean_text,tokenized,label
8735304,ec8c674ecb0b9697c8d64b93ee957a4f,用了三个星期，来说说感受：首先是送货速度快，晚上下单，第二天就到了，京东自营就是快。第二个是包装，这个只能给三分了，看着很简陋，拿起来摇晃，只听到里面东西在响，这也太简陋了。再说说外观，之前已经买了一台荣耀play给儿子用，对这个刘海屏也有所了解，感觉那个刘海不怎么喜欢，全面屏总体外观比以前用的6X要好看多了，（老婆还在用另一台6X）但就是屏幕太长，大拇指够不到顶部，也不好抓，后面必须得粘一个指环扣，不然单手真的不好拿。再说说这个处理器和反应速度，真的是一分钱一分货，我不玩游戏，但是打开某些软件或文件总体来说就是卡，慢，半天还在转圈圈，在~空间里同时上传三个视频到说说，直接就不动了，关闭软件重新打开时那些视频只能重新再上传了，不能接续，这个处理器只能说凑合着吧，跟荣耀play的970还是有很大差距。再说说这个网络，感觉比之前我用的6?还差，进到卫生间里就没有WiFi和移动网络了，而且也不能自动切换WiFi信号，我以前用的华为荣耀手机都没这种情况。再说说拍照，这个优点就是夜拍了，夜间用AI模式拍出来的照片很清晰，这个我很喜欢，缺点就是慢，要拿好久才能拍出来，而且我发现一个问题就是拍~,5.0,2018/10/21 9:43,38.0,3.69e-09,用了三个星期，来说说感受：首先是送货速度快，晚上下单，第二天就到了，京东自营就是快。第二个是包装，这个只能给三分了，看着很简陋，拿起来摇晃，只听到里面东西在响，这也太简陋了。再说说外观，之前已经买了一台荣耀给儿子用，对这个刘海屏也有所了解，感觉那个刘海不怎么喜欢，全面屏总体外观比以前用的要好看多了，老婆还在用另一台但就是屏幕太长，大拇指够不到顶部，也不好抓，后面必须得粘一个指环扣，不然单手真的不好拿。再说说这个处理器和反应速度，真的是一分钱一分货，我不玩游戏，但是打开某些软件或文件总体来说就是卡，慢，半天还在转圈圈，在空间里同时上传三个视频到说说，直接就不动了，关闭软件重新打开时那些视频只能重新再上传了，不能接续，这个处理器只能说凑合着吧，跟荣耀的还是有很大差距。再说说这个网络，感觉比之前我用的还差，进到卫生间里就没有和移动网络了，而且也不能自动切换信号，我以前用的华为荣耀手机都没这种情况。再说说拍照，这个优点就是夜拍了，夜间用模式拍出来的照片很清晰，这个我很喜欢，缺点就是慢，要拿好久才能拍出来，而且我发现一个问题就是拍,三个 星期 说 感受 送货 速度 快 晚上 下单 第二天 京东 自营 快 第二个 包装 只能 三分 看着 简陋 起来 摇晃 听到 里面 东西 响 太 简陋 说 外观 之前 已经 买 一台 荣耀 儿子 刘海 屏 有所 了解 感觉 刘海 不怎么 喜欢 全面 屏 总体 外观 以前 要好看 老婆 另一台 屏幕 太 长 大拇指 够 不到 顶部 不好 抓 后面 必须 粘 一个 指环 扣 单手 真的 不好 说 处理器 反应速度 真的 一分钱 一分货 玩游戏 打开 软件 文件 总体 卡 慢 半天 转圈圈 空间 里 上传 三个 视频 说 说 直接 不动 关闭 软件 重新 打开 时 视频 只能 重新 上传 不能 接续 处理器 只能 说 凑合着 荣耀 很大 差距 说 网络 感觉 之前 我用 差 进 卫生间 里 没有 移动 网络 不能 自动 切换 信号 以前 华为 荣耀 手机 没 这种 情况 说 拍照 优点 是夜 拍 夜间 模式 拍 照片 清晰 喜欢 缺点 慢 好久 拍 发现 一个 问题 拍,0
8735304,39aa67d64b07d94e6c1a9b6b6dff35bc,从荣耀8换的8x，用了有几天了，说说优缺点吧。个人觉得黑色比蓝色更漂亮，双面玻璃且有过渡层，不像米8青春版那样掉档次，看外观确实不输旗舰机。本人不打游戏，但测试过刺激战场，略卡，5gWIFI确实给力，信号个人觉得还可以，电信卡断流，联通正常。刘海屏可以隐藏，但上下黑边大小不一样，习惯了也不觉得难看。拍照一般般，没觉得2000万有多厉害，反应速度跟荣耀8差不多，但电池很抗揍。充电有点慢，都是晚上充电，不影响。吐槽下音质，外放有点山寨，耳机模式确实不行，毕竟千元机，忍了。本来打算换v10的，看到v10音质也很渣，还是算了。买的4+64挂~~后台余2g，日常够用，建议买6g，三卡槽很赞，加了64g内存卡，感觉好厉害。实体店对比过，个人觉得没有刘海屏的小米6x更好看，且小米系统有优势，断触严重，比小米8青春版漂亮，做工也好不少。总之1399，绝对对得起这价格，性价比很高，但期望不要太高。,5.0,2018/9/30 0:02,34.0,0.999999999,从荣耀换的，用了有几天了，说说优缺点吧。个人觉得黑色比蓝色更漂亮，双面玻璃且有过渡层，不像米青春版那样掉档次，看外观确实不输旗舰机。本人不打游戏，但测试过刺激战场，略卡，确实给力，信号个人觉得还可以，电信卡断流，联通正常。刘海屏可以隐藏，但上下黑边大小不一样，习惯了也不觉得难看。拍照一般般，没觉得万有多厉害，反应速度跟荣耀差不多，但电池很抗揍。充电有点慢，都是晚上充电，不影响。吐槽下音质，外放有点山寨，耳机模式确实不行，毕竟千元机，忍了。本来打算换的，看到音质也很渣，还是算了。买的挂后台余，日常够用，建议买，三卡槽很赞，加了内存卡，感觉好厉害。实体店对比过，个人觉得没有刘海屏的小米更好看，且小米系统有优势，断触严重，比小米青春版漂亮，做工也好不少。总之，绝对对得起这价格，性价比很高，但期望不要太高。,荣耀 换 几天 说 说 优缺点 个人 觉得 黑色 蓝色 更 漂亮 双面 玻璃 过渡 层 不像 米 青春 版 掉 档次 外观 确实 不输 旗舰机 打游戏 测试 刺激 战场 略卡 确实 给力 信号 个人 觉得 电信卡 断流 联通 正常 刘海 屏 隐藏 黑 大小 习惯 觉得 难看 拍照 一般般 没 觉得 万有 厉害 反应速度 荣耀 差不多 电池 很抗 揍 充电 有点 慢 晚上 充电 影响 吐槽 音质 外放 有点 山寨 耳机 模式 确实 不行 毕竟 千元 机 忍 本来 打算 换 看到 音质 渣 算了 买 挂 后台 余 日常 够用 建议 买 三卡槽 赞 加 内存卡 感觉 厉害 实体店 个人 觉得 没有 刘海 屏 小米 更好 小米 系统 优势 断触 严重 小米 青春 版 漂亮 做工 不少 绝对 对得起 价格 性价比 高 期望 不要 太高,1
8735304,03929276353383f25e2fcc1c641e99a7,手机大小刚刚好像素也还可以值这个价钱没有网友说的屏幕花啊可以拉一张纸打开每个软件也很快暂时没发现什么其他不好的之后在追评吧物流真的是很快就是包装也太简陋了我这里山高皇帝远的还好手机没坏,5.0,2018/9/13 16:16,506.0,0.3546750279999999,手机大小刚刚好像素也还可以值这个价钱没有网友说的屏幕花啊可以拉一张纸打开每个软件也很快暂时没发现什么其他不好的之后在追评吧物流真的是很快就是包装也太简陋了我这里山高皇帝远的还好手机没坏,手机 大小 刚刚 好像 素 值 价钱 没有 网友 说 屏幕 花 拉 一张 纸 打开 每个 软件 很快 暂时 没 发现 不好 之后 追评 物流 真的 很快 包装 太 简陋 山高皇帝远 还好 手机 没坏,0
8735304,50768248ce64cc75f775a8b01d86c8d6,手机大了点，比我之前的魅蓝E5.5寸的手机要大点。其实不太喜欢这么大的屏幕。发货速度挺快的，前一天晚上下单，第二天上午就到啦。京东一如既往的快。现在手机整整用了一天，电池目前觉得挺耐用的，重度使用能用一天。充电速度不快也不算慢吧，大概从15充到100要两个半小时的。手机用起来挺流畅，打开APP挺快。还用玩大型游戏，不知道会不会卡顿。但唯一觉得不好的是屏幕分辨率没那么高。有的时候看起来没那么舒服。用一段时间再来追评吧。,5.0,2018/9/29 2:25,4.0,0.8788355590000001,手机大了点，比我之前的魅蓝寸的手机要大点。其实不太喜欢这么大的屏幕。发货速度挺快的，前一天晚上下单，第二天上午就到啦。京东一如既往的快。现在手机整整用了一天，电池目前觉得挺耐用的，重度使用能用一天。充电速度不快也不算慢吧，大概从充到要两个半小时的。手机用起来挺流畅，打开挺快。还用玩大型游戏，不知道会不会卡顿。但唯一觉得不好的是屏幕分辨率没那么高。有的时候看起来没那么舒服。用一段时间再来追评吧。,手机 点 之前 魅蓝寸 手机 要大点 其实 不太 喜欢 屏幕 发货 速度 挺快 前一天 晚上 下单 第二天 上午 京东 一如既往 快 现在 手机 整整 一天 电池 目前 觉得 挺 耐用 重度 使用 一天 充电 速度 不快 不算 慢 大概 充到 两个 半小时 手机 起来 挺 流畅 打开 挺快 还用 玩 大型 游戏 知道 会 不会 卡顿 唯一 觉得 不好 屏幕 分辨率 没 高 看起来 没 舒服 一段时间 再来 追评,1
8735304,d6735da1d260d8e6406a3c1f060d628f,荣耀二佰优橞巻：质量好（djd.red/8m）复/.製/输入扩呺/内^.内榕，/到.，刘揽器打开。领./娶。头天晚上拍，第二天下午就到了，为京东的速度点赞，手机拿到手好漂亮，屏幕大小也很好，试了一下运行速度还蛮快的，给我女儿拍了几张照片，照片看着还不错。一千元多元的机子，太出乎意料了，以后就认定荣耀了，给你点赞！,5.0,2018/11/6 17:00,13.0,1.0,荣耀二佰优橞巻：质量好复製输入扩呺内内榕，到，刘揽器打开。领娶。头天晚上拍，第二天下午就到了，为京东的速度点赞，手机拿到手好漂亮，屏幕大小也很好，试了一下运行速度还蛮快的，给我女儿拍了几张照片，照片看着还不错。一千元多元的机子，太出乎意料了，以后就认定荣耀了，给你点赞！,荣耀 二佰优 橞 巻 质量 复 製 输入 扩 呺 榕 刘揽器 打开 领娶 头天 晚上 拍 第二天 下午 京东 速度 点赞 手机 拿到 手好 漂亮 屏幕 大小 试 一下 运行 速度 蛮 快 女儿 拍 几张 照片 照片 看着 不错 一千元 多元 机子 太 出乎意料 以后 认定 荣耀 点赞,1
8735304,4e32c33ac126c3c1a966e35f6503fdfa,昨天刚到的，然后各项都试了下，对于我们女孩子来说这个手机大小就足够了，max就太大了。看个人喜欢吧。像素中等偏上，如果拿来日常用，追剧什么的都可以，玩游戏的话就不太合适了。屏幕分辨率不怎么样，然后人脸识别，用几次就会识别不了，我还重新录了人脸识别才可以的。然后就是外观，这个很赞。这个华为一直都做的很好。不是那种弧度的。个人感觉弧度的过时了。之前用oppo手机，相机用一段时间会模糊。但愿华为不会吧。最后说说快递包装，包装真的是很随便，就是一个纸盒里面装着手机，快递到了快递员没打电话给我，就给个同事签收了。我打电话过去，快递员说以为我跟同事说了，所以就给同事了。可是也应该打个电话给我啊，我也要看过货的啊，。再说了，同事听到我名字收件很正常啊，你又不是顺丰那么专业。而且着包装也不怎么像个大一点的件吧最后配一个我家阿***的视频,5.0,2018/10/24 14:40,7.0,5.25e-05,昨天刚到的，然后各项都试了下，对于我们女孩子来说这个手机大小就足够了，就太大了。看个人喜欢吧。像素中等偏上，如果拿来日常用，追剧什么的都可以，玩游戏的话就不太合适了。屏幕分辨率不怎么样，然后人脸识别，用几次就会识别不了，我还重新录了人脸识别才可以的。然后就是外观，这个很赞。这个华为一直都做的很好。不是那种弧度的。个人感觉弧度的过时了。之前用手机，相机用一段时间会模糊。但愿华为不会吧。最后说说快递包装，包装真的是很随便，就是一个纸盒里面装着手机，快递到了快递员没打电话给我，就给个同事签收了。我打电话过去，快递员说以为我跟同事说了，所以就给同事了。可是也应该打个电话给我啊，我也要看过货的啊，。再说了，同事听到我名字收件很正常啊，你又不是顺丰那么专业。而且着包装也不怎么像个大一点的件吧最后配一个我家阿的视频,昨天 刚到 各项 试 女孩子 手机 大小 足够 太大 个人 喜欢 像素 中等偏上 拿来 日常 追剧 玩游戏 太 合适 屏幕 分辨率 不怎么样 人脸识别 几次 会 识别 不了 重新 录 人脸识别 外观 很赞 华为 一直 做 那种 弧度 个人感觉 弧度 过时 之前 手机 相机 一段时间 会 模糊 但愿 华为 不会 最后 说 说 快递 包装 包装 真的 随便 一个 纸盒 里面 装着 手机 快递 快递 员 没 打电话 同事 签收 打电话 过去 快递 员 说 同事 说 同事 应该 打个 电话 看过 货 同事 听到 名字 收件 正常 顺丰 专业 包装 不怎么 一点 件 最后 配 一个 我家 视频,0
8735304,86c751727574742be5538fada0151631,超级的满意好漂亮哈这1399花的很值支持国产机,5.0,2018/9/13 14:44,47.0,0.949042129,超级的满意好漂亮哈这花的很值支持国产机,超级 满意 漂亮 这花 很值 支持 国产机,1
8735304,bac9e6fc9756ec26a0d1f44539cb9cde,很好，很满意的，这款手机性价比很好的，体验很好,5.0,2018/9/14 18:21,54.0,0.999663087,很好，很满意的，这款手机性价比很好的，体验很好,满意 款 手机 性价比 体验,1
8735304,b5f80979d7a9fedf45de63ab9d76a1be,手机到了，给老爸买的，手感很好，屏幕很大，但是老爸拿着应该刚刚好。简单使用了一下，运行还是很快的，拍出的照片真的连发丝都很清楚。正好一个玩摄影的同事在，他看了之后也说镜头很好。另外，快递小哥很幽默，让我签字画押才能把手机拿走??,5.0,2018/11/13 14:23,39.0,0.999974158,手机到了，给老爸买的，手感很好，屏幕很大，但是老爸拿着应该刚刚好。简单使用了一下，运行还是很快的，拍出的照片真的连发丝都很清楚。正好一个玩摄影的同事在，他看了之后也说镜头很好。另外，快递小哥很幽默，让我签字画押才能把手机拿走,手机 老爸 买 手感 屏幕 很大 老爸 应该 刚刚 简单 使用 一下 运行 很快 拍出 照片 真的 发丝 清楚 正好 一个 玩 摄影 同事 之后 说 镜头 快递 小哥 幽默 签字 画押 手机 拿走,1
8735304,3ddd5d9ceadb5e7e54529ba7d2fbc327,很漂亮屏幕很惊艳电池玩吃鸡5个多小时还有55%电，游戏基本是流畅的没有卡的现象整部机器很精致除了充电接口不是现在的两面都可以插的。华为现在很棒，继续加油，在小米和华为中间还是选择了华为荣耀，还是非常值得。,5.0,2018/9/22 20:22,38.0,0.999999644,很漂亮屏幕很惊艳电池玩吃鸡个多小时还有电，游戏基本是流畅的没有卡的现象整部机器很精致除了充电接口不是现在的两面都可以插的。华为现在很棒，继续加油，在小米和华为中间还是选择了华为荣耀，还是非常值得。,很漂亮 屏幕 惊艳 电池 玩 吃 鸡个 小时 电 游戏 基本 流畅 没有 卡 现象 整部 机器 精致 充电 接口 现在 两面 插 华为 现在 很棒 继续 加油 小米 华为 中间 选择 华为 荣耀 非常 值得,1
